InvestigationID,NoComplaintsReportedNHTSA,NoCrashesFiresReportedNHTSA,NoInjuryIncidentsReportedNHTSA,NoInjuriesReportedNHTSA,NoFatalityIncidentsReportedNHTSA,NoFatalitiesReportedNHTSA,NoOtherFailuresReportedNHTSA,NoComplaintsReportedMfr,NoCrashesFiresReportedMfr,NoInjuryIncidentsReportedMfr,NoInjuriesReportedMfr,NoFatalityIncidentsReportedMfr,NoFatalitiesReportedMfr,NoOtherFailuresReportedMfr,NoComplaintsReported,NoCrashesFiresReported,NoInjuryIncidentsReported,NoInjuriesReported,NoFatalityIncidentsReported,NoFatalitiesReported,NoOtherFailuresReported,Population,InvestigationType,PDSentiment,SummarySentiment,NoPDUptoQuarter,NoDIUptoQuarter,NoIIUptoQuarter,NoIDUptoQuarter,Data,OpenedYear,ClosedYear
AQ09001,0,0,0,,0,,,,,,,,,,,,,,,,,1000,Audit Query,.1779,-.3182,,,,,Opened,2009,
AQ09002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1493,Audit Query,-.128,0,,,,,Opened,2009,
AQ10001,0,0,0,,0,,,,,,,,,,,,,,,,,2946575,Audit Query,0,.7184,77033,126,1995,675717,Opened,2010,
AQ12001,,,,,,,,,,,,,,,,,,,,,,219446,Audit Query,-.0258,.8126,25,3,70,496,Opened,2012,
AQ12002,,,,,,,,,,,,,,,,,,,,,,1,Audit Query,.4215,.7506,3067,6,139,66470,Opened,2012,
AQ12003,,,,,,,,,,,,,,,,,,,,,,1,Audit Query,.4215,.7506,33,,,,Opened,2012,
AQ14001,,,,,,,,,,,,,,,,,,,,,,1,Audit Query,.5994,.8176,3792,1,16,9335,Opened,2014,
AQ14002,,,,,,,,,,,,,,,,,,,,,,1000,Audit Query,-.34,-.9382,,,,,Opened,2014,
AQ14003,,,,,,,,,,,,,,,,,,,,,,971721,Audit Query,-.7003,-.8689,,2,5,41,Opened,2014,
AQ14004,,,,,,,,,,,,,,,,,,,,,,2,Audit Query,-.5994,-.9922,151,5,205,17369,Opened,2014,
AQ15001,,,,,,,,,,,,,,,,,,,,,,1368,Audit Query,.4215,.872,,,,,Opened,2015,
AQ15002,,,,,,,,,,,,,,,,,,,,,,48,Audit Query,.1027,-.4215,,,,,Opened,2015,
AQ15003,,,,,,,,,,,,,,,,,,,,,,1,Audit Query,.4215,.743,,,,,Opened,2015,
AQ15004,,,,,,,,,,,,,,,,,,,,,,30456,Audit Query,.4215,.6705,,,,,Opened,2015,
AQ16001,,,,,,,,,,,,,,,,,,,,,,1170,Audit Query,.5994,.8176,,,,,Opened,2016,
AQ17001,,,,,,,,,,,,,,,,,,,,,,1,Audit Query,.7717000000000001,.9349,941,2,37,6015,Opened,2017,
AQ17002,,,,,,,,,,,,,,,,,,,,,,1,Audit Query,.4215,.8834,2716,1,94,82053,Opened,2017,
AQ17003,,,,,,,,,,,,,,,,,,,,,,1,Audit Query,.4215,.7506,,,1,9,Opened,2017,
AQ17004,,,,,,,,,,,,,,,,,,,,,,1,Audit Query,.6486,.7506,,,,,Opened,2017,
AQ17005,,,,,,,,,,,,,,,,,,,,,,16779,Audit Query,-.6908,.1779,,,,,Opened,2017,
AQ18001,,,,,,,,,,,,,,,,,,,,,,1,Audit Query,.4215,.5994,,,,,Opened,2018,
AQ18002,,,,,,,,,,,,,,,,,,,,,,464361,Audit Query,0,.7096,5142,103,181,2220,Opened,2018,
AQ18003,,,,,,,,,,,,,,,,,,,,,,519052,Audit Query,.7184,-.7096,,,,,Opened,2018,
AQ18004,,,,,,,,,,,,,,,,,,,,,,1419373,Audit Query,-.34,.9371,,,,,Opened,2018,
AQ18005,,,,,,,,,,,,,,,,,,,,,,10000,Audit Query,-.128,-.3818,79,5,22,37,Opened,2018,
AQ18006,,,,,,,,,,,,,,,,,,,,,,1,Audit Query,-.4215,-.7964,,,,,Opened,2018,
AQ20001,,,,,,,,,,,,,,,,,,,,,,,Audit Query,.4019,,,,,,Opened,2020,
AQ21001,,,,,,,,,,,,,,,,,,,,,,1808,Audit Query,.1027,-.9648,,,,,Opened,2021,
DP09001,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230517,Defect Petition,-.2263,-.9153,,,,,Opened,2009,
DP09002,11,0,0,0,0,0,0,,,,,,,,,,,,,,,200000,Defect Petition,0,-.9001,,,2,35,Opened,2009,
DP09004,1,0,0,0,0,0,0,,,,,,,,,,,,,,,105500,Defect Petition,-.2023,-.8194,2479,1,43,15420,Opened,2009,
DP09005,12,12,5,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3037000,Defect Petition,,-.9336,8003,41,299,116405,Opened,2009,
DP09006,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,58,Defect Petition,-.4019,-.6124000000000001,,,,,Opened,2009,
DP10001,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639649,Defect Petition,.2584,-.5574,43041,36,597,250740,Opened,2010,
DP10002,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,1,3000,Defect Petition,-.5106000000000001,-.7964,,,,,Opened,2010,
DP10003,0,0,0,,0,,1,,,,,,,,,,,,,,,189000,Defect Petition,-.3182,-.9186,,,,,Opened,2010,
DP10004,1,1,1,4,1,1,22,,,,,,,,,,,,,,,25000,Defect Petition,-.6597,-.9801,73,3,97,7522,Opened,2010,
DP10005,5,0,0,,0,,0,,,,,,,,5,0,0,,0,,,30300,Defect Petition,-.3182,-.9674,2807,8,84,30592,Opened,2010,
DP11001,0,0,0,,0,,1,,,,,,,,,,,,,,,170000,Defect Petition,-.6486,-.979,1634,2,57,26231,Opened,2011,
DP12001,95,0,0,,0,,70,,,,,,,,95,0,0,,,,70,15413,Defect Petition,-.8519,-.8779,,,,,Opened,2012,
DP12002,35,0,0,0,0,0,,,,,,,,,,,,,,,,142000,Defect Petition,-.34,-.93,55,3,7,775,Opened,2012,
DP12003,415,0,0,0,0,0,,,,,,,,,,,,,,,,248253,Defect Petition,-.5266999999999999,-.6908,15604,,186,76564,Opened,2012,
DP12004,512,0,0,0,0,0,,,,,,,,,,,,,,,,857432,Defect Petition,-.4939,-.802,1072,14,75,1246,Opened,2012,
DP12005,78,10,7,7,1,1,,,,,,,,,,,,,,,,680000,Defect Petition,-.4588,.1531,11326,26,330,93438,Opened,2012,
DP12006,2,0,0,0,0,0,,,,,,,,,,,,,,,,1600000,Defect Petition,-.7579,-.9313,12370,18,257,54593,Opened,2012,
DP13001,1,0,0,0,0,0,1,,,,,,,,,,,,,,,561000,Defect Petition,0,.296,17644,16,440,182844,Opened,2013,
DP13002,1,0,0,0,0,0,,,,,,,,,,,,,,,,23920,Defect Petition,-.296,-.8519,740,,4,1244,Opened,2013,
DP14001,1,0,0,0,0,0,,,,,,,,,,,,,,,,320000,Defect Petition,-.7184,-.9856,5557,5,196,127252,Opened,2014,
DP14002,8,0,0,0,0,0,,,,,,,,,,,,,,,,160000,Defect Petition,-.2023,-.8739,18518,70,801,229631,Opened,2014,
DP14003,1,1,0,0,0,0,141,,,,,,,,,,,,,,,1690000,Defect Petition,-.8126,-.9847,17513,60,1218,556984,Opened,2014,
DP14004,1,0,0,0,0,0,63,,,,,,,,,,,,,,,4900000,Defect Petition,-.7964,-.9928,30267,24,657,142057,Opened,2014,
DP15001,1,0,0,0,0,0,,,,,,,,,,,,,,,,740878,Defect Petition,-.5574,-.9766,10113,6,214,35966,Opened,2015,
DP15002,1,0,0,0,0,0,604,,,,,,,,,,,,,,,517945,Defect Petition,-.6808,-.9287,9933,14,176,56262,Opened,2015,
DP15003,158,0,0,0,0,0,,,,,,,,,,,,,,,,15000,Defect Petition,.5859,-.7003,1005,1,8,2816,Opened,2015,
DP15004,1,1,0,0,1,1,1,,,,,,,,,,,,,,,58000,Defect Petition,0,-.9674,2265,2,22,7093,Opened,2015,
DP15005,1,1,0,0,0,0,2,,,,,,,,,,,,,,,42833,Defect Petition,.6126,-.6622,,,,,Opened,2015,
DP15006,3,0,1,1,0,,6,,,,,,,,3,0,1,1,0,,,16000,Defect Petition,-.5106000000000001,-.962,,,,,Opened,2015,
DP15007,1,1,0,0,0,0,,,,,,,,,,,,,,,,18117,Defect Petition,-.6249,-.7096,,,,,Opened,2015,
DP15008,29,0,2,2,0,0,1,,,,,,,,,,,,,,,1736,Defect Petition,-.7845,-.9806,,,,,Opened,2015,
DP16001,1,0,0,0,0,0,933,,,,,,,,,,,,,,,91205,Defect Petition,-.5106000000000001,-.9623,12813,8,255,385414,Opened,2016,
DP16002,5,0,0,0,0,0,,,,,,,,,5,,,,,,,39627,Defect Petition,-.6597,-.9022,623,1,29,596,Opened,2016,
DP17001,0,0,0,0,0,0,1,,,,,,,,,,,,,,,10000,Defect Petition,-.5423,-.7906,,,,,Opened,2017,
DP17002,1,0,0,0,0,0,35,,,,,,,,,,,,,,,29573,Defect Petition,-.2023,-.907,694,,13,3679,Opened,2017,
DP17003,0,0,0,0,0,0,57,,,,,,,,,,,,,,,140000,Defect Petition,-.6124000000000001,-.8126,725,1,24,11120,Opened,2017,
DP18001,3,0,0,0,0,0,23,,,,,,,,,,,,,,,47000,Defect Petition,-.4588,-.8869,18,8,36,257,Opened,2018,
DP18002,1,0,0,0,0,0,,,,,,,,,,,,,,,,520059,Defect Petition,-.3182,-.9448,11886,8,133,40372,Opened,2018,
DP18003,120,120,0,0,0,0,229,,,,,,,,,,,,,,,2200000,Defect Petition,0,-.9524,6148,41,604,19853,Opened,2018,
DP18004,2,0,0,0,0,0,,,,,,,,,,,,,,,,220000,Defect Petition,-.3182,-.9756,,,,,Opened,2018,
DP19001,0,0,0,0,0,0,87,,,,,,,,,,,,,,,674742,Defect Petition,-.34,-.9499,242,5,28,902,Opened,2019,
DP19002,1,0,0,0,0,0,,,,,,,,,,,,,,,,10000,Defect Petition,-.8689,-.9702,64,,4,84,Opened,2019,
DP19003,157,1,0,0,0,0,5,,,,,,,,,,,,,,0,9300,Defect Petition,-.4404,-.9093,,,1,71,Opened,2019,
DP19004,0,0,0,0,0,0,3,,,,,,,,,,,,,,3,1120300,Defect Petition,0,-.3818,26557,16,1002,521361,Opened,2019,
DP19005,0,0,0,0,0,0,4,,,,,,,,,,,,,,4,2000,Defect Petition,-.4019,-.8979,120,10,55,307,Opened,2019,
DP20001,0,0,0,0,0,0,123,,,,,,,,,,,,,,,500000,Defect Petition,-.7845,-.9530999999999999,252,16,82,483,Opened,2020,
DP20002,0,0,0,0,0,0,7,,,,,,,,,,,,,,,91205,Defect Petition,0,,13164,8,262,388971,Opened,2020,
DP20003,1,1,0,,1,1,,,,,,,,,1,1,0,,1,1,,10000,Defect Petition,-.7003,,,,,,Opened,2020,
DP20004,1,0,0,0,0,0,,,,,,,,,1,,,,,,,50000,Defect Petition,0,-.9442,30,,63,4058,Opened,2020,
DP20005,1,0,0,0,0,0,4,,,,,,,,,,,,,,,374266,Defect Petition,-.7184,-.8428,671,2,206,61339,Opened,2020,
DP21001,1,0,0,0,0,0,,,,,,,,,,,,,,,,3438,Defect Petition,-.5423,-.8885,,,,,Opened,2021,
EA09001,16,11,0,,0,,0,28,10,0,,0,,92,36,17,0,,0,,92,754500,Engineering Analysis,-.4019,-.9771,164,4,253,24806,Opened,2009,
EA09002,6,2,0,0,0,0,0,33,1,0,0,0,0,1549,36,3,0,0,0,0,1549,48218,Engineering Analysis,0,-.8401999999999999,6932,,21,10191,Opened,2009,
EA09003,1,3,0,0,0,0,0,75,9,2,12,0,0,0,76,12,2,12,0,0,0,193000,Engineering Analysis,-.6808,-.9954,15,,3,6,Opened,2009,
EA09004,54,0,0,0,0,0,0,348,0,0,0,0,0,0,402,0,0,0,,0,0,250000,Engineering Analysis,0,-.6249,9516,15,189,88376,Opened,2009,
EA09005,0,0,0,0,0,0,0,74,0,0,0,0,0,4853,74,0,0,0,0,0,4853,13836,Engineering Analysis,-.5719,-.9313,22,,1,27,Opened,2009,
EA09006,64,0,0,0,0,0,0,96,0,0,0,0,0,23,23357,153,0,0,0,0,23357,68289,Engineering Analysis,-.3744,-.8252,733,,13,952,Opened,2009,
EA09007,1,0,0,0,0,0,0,4,0,0,0,0,0,36,5,0,0,0,0,0,36,6500,Engineering Analysis,0,0,4,,2,44,Opened,2009,
EA09008,0,0,0,0,0,0,0,6,0,0,0,0,0,1645,6,0,0,0,0,0,1645,84573,Engineering Analysis,.0258,-.9389999999999999,64,2,2,16,Opened,2009,
EA09009,0,0,0,0,0,0,0,3,0,0,0,0,0,31,3,0,0,0,0,0,31,1000,Engineering Analysis,-.1531,.128,,1,,1,Opened,2009,
EA09010,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,1000,Engineering Analysis,0,-.4337,,,,,Opened,2009,
EA09011,256,0,0,0,0,0,0,688,1,0,0,0,0,478,944,1,0,0,0,0,478,43254,Engineering Analysis,0,-.8387,108,6,45,982,Opened,2009,
EA09012,2,0,0,0,0,0,0,0,0,0,0,0,0,359,2,0,0,0,0,0,359,30000,Engineering Analysis,-.296,-.8957000000000001,,,,,Opened,2009,
EA09013,18,9,4,4,0,0,4,182,76,27,28,0,0,879,200,85,31,32,0,0,883,1500000,Engineering Analysis,0,-.886,19023,121,908,322666,Opened,2009,
EA09014,62,4,3,7,0,0,0,574,8,1,2,0,0,2186,610,10,3,7,0,0,2186,343924,Engineering Analysis,-.5106000000000001,-.9712,36,1,7,549,Opened,2009,
EA09016,124,0,0,0,0,0,0,580,1,0,0,0,0,2791,654,1,0,0,0,0,2791,205219,Engineering Analysis,-.8555,-.9451000000000001,3347,5,84,27346,Opened,2009,
EA09017,36,0,0,0,0,,0,869,1,1,1,0,,1014,905,1,1,1,0,,1014,57228,Engineering Analysis,-.6705,-.9744,32,,8,182,Opened,2009,
EA09018,33,1,0,0,0,0,0,39,0,0,0,0,0,0,60,1,0,0,0,0,0,110000,Engineering Analysis,-.7783,-.9802,91,23,121,3779,Opened,2009,
EA09019,25,0,0,0,0,0,0,910,0,0,0,0,0,30615,935,0,0,0,0,0,0,231717,Engineering Analysis,-.5423,-.8979,,,2,35,Opened,2009,
EA10001,13,1,7,7,0,0,0,310,1,59,59,0,0,103,323,1,66,66,0,0,103,1563098,Engineering Analysis,.3089,-.8537,8518,39,398,103267,Opened,2010,
EA10002,11,11,0,0,0,0,0,80,80,1,1,0,0,0,86,86,1,1,0,0,0,542018,Engineering Analysis,-.34,-.7964,13357,29,354,113291,Opened,2010,
EA10003,1,1,0,,0,,182,55,55,0,,0,,0,56,56,0,,0,,182,1076975,Engineering Analysis,-.0772,-.9153,17069,34,155,42822,Opened,2010,
EA10004,5,0,6,6,0,,0,129,0,63,82,0,,37265,134,0,69,88,0,,37265,433385,Engineering Analysis,-.5994,-.1779,14203,10,201,72259,Opened,2010,
EA10005,8,0,0,,0,,,3,0,0,,0,,,11,0,0,,0,,,,Engineering Analysis,.2263,-.0772,,,,,Opened,2010,
EA10006,163,0,0,,0,,0,950,6,0,,0,,4211,1101,6,0,,0,,4211,1186448,Engineering Analysis,.0608,-.9752999999999999,11474,21,310,119905,Opened,2010,
EA10007,218,1,1,1,0,,54,165,2,0,0,0,,42,334,3,1,1,0,,79,550000,Engineering Analysis,-.872,-.9916,14013,25,347,114786,Opened,2010,
EA11001,519,13,2,2,0,,0,277,15,1,1,0,,538,761,26,3,3,0,,538,1770000,Engineering Analysis,0,-.9916,49097,95,784,365439,Opened,2011,
EA11002,35,14,0,,0,,0,199,199,0,,0,,54,234,213,0,,0,,54,490064,Engineering Analysis,-.5106000000000001,-.9819,146,,37,297,Opened,2011,
EA11003,52,0,0,,0,,0,113,0,0,,0,,154,160,0,0,,0,,154,97272,Engineering Analysis,-.7506,-.9935,12,,2,14,Opened,2011,
EA11004,5,5,0,,0,,0,26,26,0,,0,,0,29,29,0,,0,,0,149583,Engineering Analysis,0,-.8555,318,7,169,15304,Opened,2011,
EA11005,339,8,0,,0,,0,180,0,0,,0,,4508,519,8,0,,0,,4508,59614,Engineering Analysis,-.5106000000000001,-.9723000000000001,,,2,24,Opened,2011,
EA11006,175,1,0,,0,,0,156,1,0,,0,,8,306,2,0,,0,,8,2731909,Engineering Analysis,-.2732,-.974,26298,155,946,352224,Opened,2011,
EA11007,4,0,0,,0,,0,7,0,0,,0,,0,7,0,0,,0,,0,922,Engineering Analysis,,-.5859,,,,,Opened,2011,
EA11008,0,0,0,,0,,0,17,0,0,,0,,21,17,0,0,,0,,21,241,Engineering Analysis,-.5574,-.9968,,,,,Opened,2011,
EA11009,11,0,0,,0,,0,21,0,0,,0,,128,29,0,0,,0,,128,317315,Engineering Analysis,0,-.9042,1874,,40,6844,Opened,2011,
EA11010,146,0,0,0,0,,0,1395,2,1,1,0,,14208,1541,2,1,1,0,,14208,622817,Engineering Analysis,-.2732,-.989,7578,29,400,127990,Opened,2011,
EA11011,1,4,2,2,0,,0,4,2,1,1,0,,0,4,4,2,2,0,,0,14407,Engineering Analysis,-.34,-.9828,19,1,1,17,Opened,2011,
EA11012,34,0,0,,0,,0,80,0,0,,0,,0,114,0,0,,0,,0,431000,Engineering Analysis,-.765,-.8957000000000001,541,18,399,38993,Opened,2011,
EA11013,13,0,0,,0,,0,11,0,0,,0,,0,22,0,0,,0,,0,200000,Engineering Analysis,-.6908,-.9938,3553,11,101,36497,Opened,2011,
EA11014,846,1,0,0,0,,0,3489,15,2,2,0,,17385,4150,16,2,2,0,,17385,382474,Engineering Analysis,-.4939,-.992,,,,,Opened,2011,
EA11015,23,3,0,0,0,,0,111,4,1,1,0,,415,132,7,1,1,0,,415,88729,Engineering Analysis,-.5423,-.9947,3916,,34,16859,Opened,2011,
EA12002,3,2,0,0,0,,0,47,14,5,5,0,,0,50,16,5,5,0,,0,121708,Engineering Analysis,0,-.7506,25,,,,Opened,2012,
EA12003,18,0,0,,0,,0,4,0,0,,0,,1,22,0,0,,0,,1,82343,Engineering Analysis,-.6124000000000001,-.9516,7773,11,123,35287,Opened,2012,
EA12004,83,11,0,,0,,0,167,21,0,,0,,698,242,28,0,,0,,677,341786,Engineering Analysis,0,-.9022,29530,12,337,144878,Opened,2012,
EA12005,9,9,4,7,3,3,29,23,23,21,41,12,14,0,26,26,24,46,13,15,29,5100000,Engineering Analysis,.3818,.4939,20758,77,768,270241,Opened,2012,
EA12006,32,32,1,1,0,,0,129,129,8,8,0,,49,161,161,9,9,0,,49,1424747,Engineering Analysis,0,-.1531,19509,54,1283,583336,Opened,2012,
EA12007,1,2,2,50,1,2,,3,1,1,0,0,0,,4,2,2,50,1,2,,806,Engineering Analysis,-.6808,-.6369,146,6,56,18,Opened,2012,
EA12008,1,0,1,1,0,,,0,0,0,0,0,,,1,0,1,1,0,,,75581,Engineering Analysis,-.4215,-.3818,3,,4,101,Opened,2012,
EA12009,16,0,0,,0,,0,41,0,0,,0,,8,52,0,0,,0,,8,480000,Engineering Analysis,-.6249,-.8979,15042,9,269,49622,Opened,2012,
EA13001,80,0,0,,0,,,,0,0,,0,,,,0,0,,0,,,,Engineering Analysis,,.4215,,,,,Opened,2013,
EA13002,48,0,0,,0,,22,86,0,0,,0,,18,105,0,0,,0,,24,87803,Engineering Analysis,-.296,-.992,170,3,34,2101,Opened,2013,
EA13003,370,0,0,,0,,,163,0,0,,0,,,533,0,0,,0,,,250000,Engineering Analysis,0,-.6808,,,,,Opened,2013,
EA13004,5,0,0,,0,,0,2,0,0,,0,,9,6,0,0,,0,,9,195000,Engineering Analysis,-.5423,-.9814000000000001,5291,7,52,12970,Opened,2013,
EA13005,314,1,0,,0,,0,1104,1,0,,0,,14447,1305,2,0,,0,,14447,551511,Engineering Analysis,-.2769,-.9534,24866,22,419,178624,Opened,2013,
EA13006,55,0,0,,0,,,15,0,0,,0,,,70,0,0,,0,,,45588,Engineering Analysis,.0258,-.9764,,,,,Opened,2013,
EA13007,65,0,0,,0,,0,37,0,0,,0,,108,95,0,0,,0,,108,103107,Engineering Analysis,-.5266999999999999,-.9583,14059,2,48,23870,Opened,2013,
EA13008,114,3,1,1,0,,0,291,2,0,0,0,,23534,402,5,1,1,0,,23534,252867,Engineering Analysis,-.5719,-.9741,1,3,40,759,Opened,2013,
EA14001,5,5,0,0,0,,0,40,37,3,3,0,,37,41,38,3,3,0,,37,593299,Engineering Analysis,-.34,-.9530999999999999,2843,,63,12436,Opened,2014,
EA14002,26,0,4,6,0,,0,123,0,14,16,0,,101,95,0,14,18,0,,86,65347,Engineering Analysis,0,-.9916,282,,57,822,Opened,2014,
EA14003,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,Engineering Analysis,-.34,.7783,,,,,Opened,2014,
EA14004,37,0,5,5,0,,0,237,0,9,9,0,,133,274,0,14,14,0,,133,335195,Engineering Analysis,0,-.8481,86,2,47,3486,Opened,2014,
EA15001,5,0,5,5,0,,,9,0,9,9,0,,,14,0,14,14,0,,,11500000,Engineering Analysis,0,-.886,99574,250,4260,741663,Opened,2015,
EA15002,218,0,2,2,0,,0,451,0,0,0,0,,1079,640,0,2,2,0,,1079,485983,Engineering Analysis,-.5423,-.9807,5993,1,92,14101,Opened,2015,
EA15003,11,1,1,1,0,,,18,0,0,0,0,,,24,1,1,1,0,,,360000,Engineering Analysis,.128,-.7746,30,1,11,168,Opened,2015,
EA15004,208,0,0,0,0,,0,1121,2,1,1,0,,3283,1271,2,1,1,0,,3283,986826,Engineering Analysis,0,-.9485,881,7,84,1374,Opened,2015,
EA15005,5,0,0,,0,,0,7,0,0,,0,,11,7,0,0,,0,,11,20275,Engineering Analysis,-.8126,-.9936,2356,1,150,19153,Opened,2015,
EA15006,53,2,1,,0,,0,396,7,0,,0,,6476,432,7,1,,0,,6476,252910,Engineering Analysis,-.7964,-.9913999999999999,3347,3,103,17102,Opened,2015,
EA15007,499,0,0,0,0,,0,1703,6,1,4,0,,16955,2202,6,1,4,0,,16955,628167,Engineering Analysis,-.296,.6369,12795,3,145,36497,Opened,2015,
EA16001,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,,Engineering Analysis,-.5574,.8591,118,,5,70,Opened,2016,
EA16002,69,39,15,15,0,,0,267,95,22,22,0,,325,314,121,30,30,0,,325,856284,Engineering Analysis,-.0772,-.9829,9617,16,378,130678,Opened,2016,
EA16003,1,0,2,2,0,,1,2,0,2,2,0,,0,2,0,2,2,0,,1,,Engineering Analysis,,-.9595,,,,,Opened,2016,
EA17001,0,0,0,,0,,0,4,1,0,,0,,1864,4,1,0,,0,,1864,193862,Engineering Analysis,-.6249,-.992,415,5,25,231,Opened,2017,
EA17002,791,3,23,39,0,,2,2051,1,0,0,0,,0,2719,3,23,39,0,,2,1333000,Engineering Analysis,-.7184,-.9762999999999999,7826,4,523,70504,Opened,2017,
EA17003,14,14,0,0,0,,,18,18,1,1,0,,,27,27,1,1,0,,,42992,Engineering Analysis,0,-.9666,46,5,17,977,Opened,2017,
EA17004,718,13,5,7,0,,0,1851,12,1,1,0,,1720,2217,13,5,7,0,,1720,262599,Engineering Analysis,,-.9833,3089,2,99,14824,Opened,2017,
EA18001,175,5,1,1,0,,0,367,10,2,2,0,,103,484,14,3,3,0,,103,108409,Engineering Analysis,,-.9699,63,,11,274,Opened,2018,
EA18002,544,26,3,3,0,,,244,7,0,0,0,,,735,30,3,3,0,,,1030000,Engineering Analysis,-.5266999999999999,-.9353,11449,9,195,33672,Opened,2018,
EA18003,158,0,0,,0,,0,700,0,0,,0,,2966,852,0,0,,0,,2966,1215547,Engineering Analysis,,-.9913,646,7,121,3758,Opened,2018,
EA18004,5,0,1,1,0,,0,39,1,0,0,0,,564,41,1,1,1,0,,564,119183,Engineering Analysis,-.5106000000000001,-.7737000000000001,46,1,1,6,Opened,2018,
EA18005,0,0,0,,0,,2,0,0,0,,0,,0,0,0,0,,0,,2,110000,Engineering Analysis,-.4019,-.6946,,,,,Opened,2018,
EA18006,2,0,0,,0,,2,5,1,0,,0,,23,6,1,0,,0,,24,708067,Engineering Analysis,-.296,-.9826,24175,5,540,241790,Opened,2018,
EA19001,0,2,1,2,1,1,1,,,,,,,1,,,,,,,,12300000,Engineering Analysis,-.9607,-.992,94573,127,6801,2931481,Opened,2019,
EA19002,91,0,0,,0,,,48,0,0,,0,,,139,0,0,,0,,,2043354,Engineering Analysis,,-.9598,1708,16,178,5213,Opened,2019,
EA19003,12,0,0,,0,,0,20,0,0,,0,,15,20,0,0,,0,,15,980,Engineering Analysis,,-.9494,,,,,Opened,2019,
EA19004,0,0,0,,0,,,0,0,0,,0,,,0,0,0,,0,,,39631,Engineering Analysis,-.3182,-.9967,,,,,Opened,2019,
EA19005,602,1,0,,0,,,1303,5,0,,0,,,1905,6,0,,0,,,1700000,Engineering Analysis,-.3182,-.9909,35297,7,1194,688410,Opened,2019,
EA20001,7,0,,,0,,0,26,0,0,,0,,198,33,0,0,,0,,198,24179,Engineering Analysis,-.7003,-.9885,95,,,,Opened,2020,
EA20002,24,0,0,,0,,,0,0,0,,0,,,,,,,,,,2800000,Engineering Analysis,0,-.9729,50907,47,1993,1228258,Opened,2020,
EA20003,537,0,0,,0,,0,2399,0,0,,0,,12523,2936,0,0,,0,,12523,158716,Engineering Analysis,-.7579,-.9919,193,13,68,384,Opened,2020,
EA21001,31,2,2,,0,,1,77,0,0,,0,,0,107,0,0,,0,,0,1120470,Engineering Analysis,-.7184,-.6516999999999999,2269,8,684,209388,Opened,2021,
EQ09001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,Equipment Query,.6597,.3237,,,,,Opened,2009,
EQ09002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53788,Equipment Query,-.5574,-.34,,,,,Opened,2009,
EQ09003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23587,Equipment Query,-.4019,-.5385,,,,,Opened,2009,
EQ09005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,Equipment Query,-.5266999999999999,.1406,,,,,Opened,2009,
EQ09006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,Equipment Query,-.5106000000000001,-.4767,4560,1,51,14406,Opened,2009,
EQ09007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999999,Equipment Query,,.144,,,,,Opened,2009,
EQ09008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147777,Equipment Query,-.5859,-.4588,,,,,Opened,2009,
EQ10001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034,Equipment Query,-.25,-.9537,,,,,Opened,2010,
EQ10002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Equipment Query,-.7783,-.9449,,,,,Opened,2010,
EQ10003,0,0,0,,0,,,,,,,,,,,,,,,,,2296,Equipment Query,-.5574,.9247,,,,,Opened,2010,
EQ10004,0,0,0,,0,,,,,,,,,,,,,,,,,23000,Equipment Query,-.7506,-.8939,,,,,Opened,2010,
EQ10005,0,0,0,,0,,,,,,,,,,,,,,,,,1227,Equipment Query,-.128,-.6677999999999999,,,,,Opened,2010,
EQ10006,0,0,0,,0,,,,,,,,,,,,,,,,,700000,Equipment Query,-.0772,.6514,,,,,Opened,2010,
EQ10007,0,0,0,,0,,,,,,,,,,,,,,,,,292867,Equipment Query,-.296,-.8225,,,,,Opened,2010,
EQ10008,0,0,0,,0,,,,,,,,,,,,,,,,,5920,Equipment Query,-.0772,-.802,,,,,Opened,2010,
EQ10009,0,0,0,,0,,0,,,,,,,,,,,,,,,15091,Equipment Query,-.0772,.765,,,,,Opened,2010,
